x,y,file,label,class
4.072168451,0.921176612,map/a10.wav,Being tickled,0
-5.730882721,3.62533028,map/a100.wav,Being tickled,0
-3.795092891,6.195829102,map/a102.wav,Being tickled,0
-6.050618853,-1.18132565,map/a103.wav,Being tickled,0
-3.54676,1.202275218,map/a104.wav,Being tickled,0
-3.690150292,-2.915442921,map/a105.wav,Being tickled,0
-9.366785098,-0.256069663,map/a106.wav,Being tickled,0
-5.941877917,3.565051994,map/a107.wav,Being tickled,0
-5.538695797,5.721691632,map/a108.wav,Being tickled,0
8.778012603,2.20617044,map/a109.wav,Being tickled,0
-11.12330986,0.13335978,map/a11.wav,Being tickled,0
-10.86569659,2.814890247,map/a13.wav,Being tickled,0
-3.31446693,4.27987836,map/a15.wav,Being tickled,0
-5.429495377,-2.109182508,map/a16.wav,Being tickled,0
-2.647031182,-1.218170826,map/a19.wav,Being tickled,0
-8.204146164,2.539334811,map/a2.wav,Being tickled,0
1.508726777,1.805010169,map/a21.wav,Being tickled,0
8.098165536,0.098224539,map/a3.wav,Being tickled,0
-3.464878788,6.836228909,map/a5.wav,Being tickled,0
-5.568339366,-4.215704531,map/a8.wav,Being tickled,0
-1.439042251,-1.893648526,map/a99.wav,Being tickled,0
8.182311502,-3.78991396,map/aa101.wav,Being tickled,0
-9.774286635,2.936715869,map/aa102.wav,Being tickled,0
-9.706872048,0.034956014,map/aa103.wav,Being tickled,0
-0.968492463,0.292850197,map/aa107.wav,Being tickled,0
-10.15460462,1.511383412,map/aa108.wav,Being tickled,0
-2.996918812,4.5892519,map/aa111.wav,Being tickled,0
-0.280344231,1.432208166,map/aa113.wav,Being tickled,0
-3.678739719,-4.475022183,map/aa17_1.wav,Being tickled,0
0.164131849,-0.449826259,map/aa44.wav,Being tickled,0
7.357681426,0.955206123,map/aa45.wav,Being tickled,0
-5.744452606,1.488945016,map/aa46.wav,Being tickled,0
-2.16988285,0.750566106,map/aa47.wav,Being tickled,0
-8.460573617,1.475397571,map/aa49.wav,Being tickled,0
-5.721950307,2.864681884,map/aa50.wav,Being tickled,0
-0.208823078,2.364214961,map/aa51.wav,Being tickled,0
0.561800681,3.95353144,map/aa52.wav,Being tickled,0
1.607725569,1.544791398,map/aa53_1.wav,Being tickled,0
0.304864773,-1.249817798,map/aa53_2.wav,Being tickled,0
1.513624173,1.883189366,map/aa54_1.wav,Being tickled,0
-5.33115558,0.648168432,map/aa54_2.wav,Being tickled,0
4.647776068,-0.211592912,map/aa54_3.wav,Being tickled,0
7.672320315,-0.771032371,map/aa55.wav,Being tickled,0
2.978593231,-3.263553708,map/aa56.wav,Being tickled,0
-9.25204856,1.921484613,map/aa57.wav,Being tickled,0
7.138523074,1.81368526,map/aa58_1.wav,Being tickled,0
8.569110478,0.967203232,map/aa58_2.wav,Being tickled,0
2.083745949,1.234190489,map/aa59.wav,Being tickled,0
-9.96156022,-1.088240415,map/aa61.wav,Being tickled,0
-4.386323097,3.242063547,map/aa62.wav,Being tickled,0
-2.439271366,5.596126816,map/aa63.wav,Being tickled,0
5.268104242,1.095725488,map/aa64.wav,Being tickled,0
-5.965563206,-0.006709285,map/aa66.wav,Being tickled,0
-4.9088941,1.864191556,map/aa68_1.wav,Being tickled,0
-4.639945405,4.564372616,map/aa68_2.wav,Being tickled,0
-6.892263566,1.495420396,map/aa68_3.wav,Being tickled,0
-7.118378751,2.388593174,map/aa68_4.wav,Being tickled,0
-4.261147308,-0.484920558,map/aa69_1.wav,Being tickled,0
-7.011775003,3.598485543,map/aa69_2.wav,Being tickled,0
7.688674163,1.740838213,map/aa70_1.wav,Being tickled,0
